row_index,sequence_id,record_id,window_start,fs_hz,rpeak_input_0,rpeak_input_1,rpeak_input_2,rpeak_target,rr_input_0_1,rr_input_1_2,rr_prev_to_target,rr_prev_to_target_sec,input_window_start,input_window_end,target_window_start,target_window_end,target_overlap_samples,target_overlap_fraction,input_target_overlap,input_contains_target_rpeak
1573,114_01317,114,1317,360.0,491645,491952,492255,492569,307,303,314,0.8722222222222222,491555,492345,492479,492659,0,0.0,False,False
1574,114_01318,114,1318,360.0,491952,492255,492569,492870,303,314,301,0.8361111111111111,491862,492659,492780,492960,0,0.0,False,False
1575,114_01319,114,1319,360.0,492255,492569,492870,493201,314,301,331,0.9194444444444444,492165,492960,493111,493291,0,0.0,False,False
1576,114_01320,114,1320,360.0,492569,492870,493201,493528,301,331,327,0.9083333333333333,492479,493291,493438,493618,0,0.0,False,False
1577,114_01321,114,1321,360.0,492870,493201,493528,493840,331,327,312,0.8666666666666667,492780,493618,493750,493930,0,0.0,False,False
1578,114_01322,114,1322,360.0,493201,493528,493840,494159,327,312,319,0.8861111111111111,493111,493930,494069,494249,0,0.0,False,False
1579,114_01323,114,1323,360.0,493528,493840,494159,494457,312,319,298,0.8277777777777777,493438,494249,494367,494547,0,0.0,False,False
1580,114_01324,114,1324,360.0,493840,494159,494457,494765,319,298,308,0.8555555555555555,493750,494547,494675,494855,0,0.0,False,False
1581,114_01325,114,1325,360.0,494159,494457,494765,495068,298,308,303,0.8416666666666667,494069,494855,494978,495158,0,0.0,False,False
1582,114_01326,114,1326,360.0,494457,494765,495068,495395,308,303,327,0.9083333333333333,494367,495158,495305,495485,0,0.0,False,False
1583,114_01327,114,1327,360.0,494765,495068,495395,495712,303,327,317,0.8805555555555555,494675,495485,495622,495802,0,0.0,False,False
1584,114_01328,114,1328,360.0,495068,495395,495712,496035,327,317,323,0.8972222222222223,494978,495802,495945,496125,0,0.0,False,False
1585,114_01329,114,1329,360.0,495395,495712,496035,496345,317,323,310,0.8611111111111112,495305,496125,496255,496435,0,0.0,False,False
1586,114_01330,114,1330,360.0,495712,496035,496345,496638,323,310,293,0.8138888888888889,495622,496435,496548,496728,0,0.0,False,False
1587,114_01331,114,1331,360.0,496035,496345,496638,496960,310,293,322,0.8944444444444445,495945,496728,496870,497050,0,0.0,False,False
1588,114_01332,114,1332,360.0,496345,496638,496960,497271,293,322,311,0.8638888888888889,496255,497050,497181,497361,0,0.0,False,False
1589,114_01333,114,1333,360.0,496638,496960,497271,497603,322,311,332,0.9222222222222223,496548,497361,497513,497693,0,0.0,False,False
1590,114_01334,114,1334,360.0,496960,497271,497603,497928,311,332,325,0.9027777777777778,496870,497693,497838,498018,0,0.0,False,False
1591,114_01335,114,1335,360.0,497271,497603,497928,498249,332,325,321,0.8916666666666667,497181,498018,498159,498339,0,0.0,False,False
1592,114_01336,114,1336,360.0,497603,497928,498249,498559,325,321,310,0.8611111111111112,497513,498339,498469,498649,0,0.0,False,False
1593,114_01337,114,1337,360.0,497928,498249,498559,498855,321,310,296,0.8222222222222222,497838,498649,498765,498945,0,0.0,False,False
1594,114_01338,114,1338,360.0,498249,498559,498855,499163,310,296,308,0.8555555555555555,498159,498945,499073,499253,0,0.0,False,False
1595,114_01339,114,1339,360.0,498559,498855,499163,499484,296,308,321,0.8916666666666667,498469,499253,499394,499574,0,0.0,False,False
1596,114_01340,114,1340,360.0,498855,499163,499484,499800,308,321,316,0.8777777777777778,498765,499574,499710,499890,0,0.0,False,False
1597,114_01341,114,1341,360.0,499163,499484,499800,500119,321,316,319,0.8861111111111111,499073,499890,500029,500209,0,0.0,False,False
1598,114_01342,114,1342,360.0,499484,499800,500119,500424,316,319,305,0.8472222222222222,499394,500209,500334,500514,0,0.0,False,False
1599,114_01343,114,1343,360.0,499800,500119,500424,500727,319,305,303,0.8416666666666667,499710,500514,500637,500817,0,0.0,False,False
1600,114_01344,114,1344,360.0,500119,500424,500727,501028,305,303,301,0.8361111111111111,500029,500817,500938,501118,0,0.0,False,False
1601,114_01345,114,1345,360.0,500424,500727,501028,501326,303,301,298,0.8277777777777777,500334,501118,501236,501416,0,0.0,False,False
1602,114_01346,114,1346,360.0,500727,501028,501326,501647,301,298,321,0.8916666666666667,500637,501416,501557,501737,0,0.0,False,False
1603,114_01347,114,1347,360.0,501028,501326,501647,501962,298,321,315,0.875,500938,501737,501872,502052,0,0.0,False,False
1604,114_01348,114,1348,360.0,501326,501647,501962,502274,321,315,312,0.8666666666666667,501236,502052,502184,502364,0,0.0,False,False
1605,114_01349,114,1349,360.0,501647,501962,502274,502581,315,312,307,0.8527777777777777,501557,502364,502491,502671,0,0.0,False,False
1606,114_01350,114,1350,360.0,501962,502274,502581,502892,312,307,311,0.8638888888888889,501872,502671,502802,502982,0,0.0,False,False
1607,114_01351,114,1351,360.0,502274,502581,502892,503188,307,311,296,0.8222222222222222,502184,502982,503098,503278,0,0.0,False,False
1608,114_01352,114,1352,360.0,502581,502892,503188,503483,311,296,295,0.8194444444444444,502491,503278,503393,503573,0,0.0,False,False
1609,114_01353,114,1353,360.0,502892,503188,503483,503813,296,295,330,0.9166666666666666,502802,503573,503723,503903,0,0.0,False,False
1610,114_01354,114,1354,360.0,503188,503483,503813,504132,295,330,319,0.8861111111111111,503098,503903,504042,504222,0,0.0,False,False
1611,114_01355,114,1355,360.0,503483,503813,504132,504457,330,319,325,0.9027777777777778,503393,504222,504367,504547,0,0.0,False,False
1612,114_01356,114,1356,360.0,503813,504132,504457,504762,319,325,305,0.8472222222222222,503723,504547,504672,504852,0,0.0,False,False
1613,114_01357,114,1357,360.0,504132,504457,504762,505070,325,305,308,0.8555555555555555,504042,504852,504980,505160,0,0.0,False,False
1614,114_01358,114,1358,360.0,504457,504762,505070,505375,305,308,305,0.8472222222222222,504367,505160,505285,505465,0,0.0,False,False
1615,114_01359,114,1359,360.0,504762,505070,505375,505676,308,305,301,0.8361111111111111,504672,505465,505586,505766,0,0.0,False,False
1616,114_01360,114,1360,360.0,505070,505375,505676,506004,305,301,328,0.9111111111111111,504980,505766,505914,506094,0,0.0,False,False
1617,114_01361,114,1361,360.0,505375,505676,506004,506337,301,328,333,0.925,505285,506094,506247,506427,0,0.0,False,False
1618,114_01362,114,1362,360.0,505676,506004,506337,506661,328,333,324,0.9,505586,506427,506571,506751,0,0.0,False,False
1619,114_01363,114,1363,360.0,506004,506337,506661,506968,333,324,307,0.8527777777777777,505914,506751,506878,507058,0,0.0,False,False
1620,114_01364,114,1364,360.0,506337,506661,506968,507285,324,307,317,0.8805555555555555,506247,507058,507195,507375,0,0.0,False,False
1621,114_01365,114,1365,360.0,506661,506968,507285,507584,307,317,299,0.8305555555555556,506571,507375,507494,507674,0,0.0,False,False
1622,114_01366,114,1366,360.0,506968,507285,507584,507879,317,299,295,0.8194444444444444,506878,507674,507789,507969,0,0.0,False,False
1623,114_01367,114,1367,360.0,507285,507584,507879,508216,299,295,337,0.9361111111111111,507195,507969,508126,508306,0,0.0,False,False
1624,114_01368,114,1368,360.0,507584,507879,508216,508535,295,337,319,0.8861111111111111,507494,508306,508445,508625,0,0.0,False,False
1625,114_01369,114,1369,360.0,507879,508216,508535,508854,337,319,319,0.8861111111111111,507789,508625,508764,508944,0,0.0,False,False
1626,114_01370,114,1370,360.0,508216,508535,508854,509162,319,319,308,0.8555555555555555,508126,508944,509072,509252,0,0.0,False,False
1627,114_01371,114,1371,360.0,508535,508854,509162,509480,319,308,318,0.8833333333333333,508445,509252,509390,509570,0,0.0,False,False
1628,114_01372,114,1372,360.0,508854,509162,509480,509780,308,318,300,0.8333333333333334,508764,509570,509690,509870,0,0.0,False,False
1629,114_01373,114,1373,360.0,509162,509480,509780,510075,318,300,295,0.8194444444444444,509072,509870,509985,510165,0,0.0,False,False
1630,114_01374,114,1374,360.0,509480,509780,510075,510430,300,295,355,0.9861111111111112,509390,510165,510340,510520,0,0.0,False,False
1631,114_01375,114,1375,360.0,509780,510075,510430,510766,295,355,336,0.9333333333333333,509690,510520,510676,510856,0,0.0,False,False
1632,114_01376,114,1376,360.0,510075,510430,510766,511090,355,336,324,0.9,509985,510856,511000,511180,0,0.0,False,False
1633,114_01377,114,1377,360.0,510430,510766,511090,511418,336,324,328,0.9111111111111111,510340,511180,511328,511508,0,0.0,False,False
1634,114_01378,114,1378,360.0,510766,511090,511418,511738,324,328,320,0.8888888888888888,510676,511508,511648,511828,0,0.0,False,False
1635,114_01379,114,1379,360.0,511090,511418,511738,512053,328,320,315,0.875,511000,511828,511963,512143,0,0.0,False,False
1636,114_01380,114,1380,360.0,511418,511738,512053,512364,320,315,311,0.8638888888888889,511328,512143,512274,512454,0,0.0,False,False
1637,114_01381,114,1381,360.0,511738,512053,512364,512722,315,311,358,0.9944444444444445,511648,512454,512632,512812,0,0.0,False,False
1638,114_01382,114,1382,360.0,512053,512364,512722,513060,311,358,338,0.9388888888888889,511963,512812,512970,513150,0,0.0,False,False
1639,114_01383,114,1383,360.0,512364,512722,513060,513380,358,338,320,0.8888888888888888,512274,513150,513290,513470,0,0.0,False,False
1640,114_01384,114,1384,360.0,512722,513060,513380,513708,338,320,328,0.9111111111111111,512632,513470,513618,513798,0,0.0,False,False
1641,114_01385,114,1385,360.0,513060,513380,513708,514039,320,328,331,0.9194444444444444,512970,513798,513949,514129,0,0.0,False,False
1642,114_01386,114,1386,360.0,513380,513708,514039,514342,328,331,303,0.8416666666666667,513290,514129,514252,514432,0,0.0,False,False
1643,114_01387,114,1387,360.0,513708,514039,514342,514679,331,303,337,0.9361111111111111,513618,514432,514589,514769,0,0.0,False,False
1644,114_01388,114,1388,360.0,514039,514342,514679,515034,303,337,355,0.9861111111111112,513949,514769,514944,515124,0,0.0,False,False
1645,114_01389,114,1389,360.0,514342,514679,515034,515348,337,355,314,0.8722222222222222,514252,515124,515258,515438,0,0.0,False,False
1646,114_01390,114,1390,360.0,514679,515034,515348,515662,355,314,314,0.8722222222222222,514589,515438,515572,515752,0,0.0,False,False
1647,114_01391,114,1391,360.0,515034,515348,515662,515966,314,314,304,0.8444444444444444,514944,515752,515876,516056,0,0.0,False,False
1648,114_01392,114,1392,360.0,515348,515662,515966,516277,314,304,311,0.8638888888888889,515258,516056,516187,516367,0,0.0,False,False
1649,114_01393,114,1393,360.0,515662,515966,516277,516569,304,311,292,0.8111111111111111,515572,516367,516479,516659,0,0.0,False,False
1650,114_01394,114,1394,360.0,515966,516277,516569,516886,311,292,317,0.8805555555555555,515876,516659,516796,516976,0,0.0,False,False
1651,114_01395,114,1395,360.0,516277,516569,516886,517226,292,317,340,0.9444444444444444,516187,516976,517136,517316,0,0.0,False,False
1652,114_01396,114,1396,360.0,516569,516886,517226,517534,317,340,308,0.8555555555555555,516479,517316,517444,517624,0,0.0,False,False
1653,114_01397,114,1397,360.0,516886,517226,517534,517835,340,308,301,0.8361111111111111,516796,517624,517745,517925,0,0.0,False,False
1654,114_01398,114,1398,360.0,517226,517534,517835,518136,308,301,301,0.8361111111111111,517136,517925,518046,518226,0,0.0,False,False
1655,114_01399,114,1399,360.0,517534,517835,518136,518437,301,301,301,0.8361111111111111,517444,518226,518347,518527,0,0.0,False,False
1656,114_01400,114,1400,360.0,517835,518136,518437,518733,301,301,296,0.8222222222222222,517745,518527,518643,518823,0,0.0,False,False
1657,114_01401,114,1401,360.0,518136,518437,518733,519051,301,296,318,0.8833333333333333,518046,518823,518961,519141,0,0.0,False,False
1658,114_01402,114,1402,360.0,518437,518733,519051,519384,296,318,333,0.925,518347,519141,519294,519474,0,0.0,False,False
1659,114_01403,114,1403,360.0,518733,519051,519384,519702,318,333,318,0.8833333333333333,518643,519474,519612,519792,0,0.0,False,False
1660,114_01404,114,1404,360.0,519051,519384,519702,520004,333,318,302,0.8388888888888889,518961,519792,519914,520094,0,0.0,False,False
1661,114_01405,114,1405,360.0,519384,519702,520004,520303,318,302,299,0.8305555555555556,519294,520094,520213,520393,0,0.0,False,False
1662,114_01406,114,1406,360.0,519702,520004,520303,520616,302,299,313,0.8694444444444445,519612,520393,520526,520706,0,0.0,False,False
1663,114_01407,114,1407,360.0,520004,520303,520616,520920,299,313,304,0.8444444444444444,519914,520706,520830,521010,0,0.0,False,False
1664,114_01408,114,1408,360.0,520303,520616,520920,521242,313,304,322,0.8944444444444445,520213,521010,521152,521332,0,0.0,False,False
1665,114_01409,114,1409,360.0,520616,520920,521242,521579,304,322,337,0.9361111111111111,520526,521332,521489,521669,0,0.0,False,False
1666,114_01410,114,1410,360.0,520920,521242,521579,521898,322,337,319,0.8861111111111111,520830,521669,521808,521988,0,0.0,False,False
1667,114_01411,114,1411,360.0,521242,521579,521898,522204,337,319,306,0.85,521152,521988,522114,522294,0,0.0,False,False
1668,114_01412,114,1412,360.0,521579,521898,522204,522507,319,306,303,0.8416666666666667,521489,522294,522417,522597,0,0.0,False,False
1669,114_01413,114,1413,360.0,521898,522204,522507,522820,306,303,313,0.8694444444444445,521808,522597,522730,522910,0,0.0,False,False
1670,114_01414,114,1414,360.0,522204,522507,522820,523121,303,313,301,0.8361111111111111,522114,522910,523031,523211,0,0.0,False,False
1671,114_01415,114,1415,360.0,522507,522820,523121,523445,313,301,324,0.9,522417,523211,523355,523535,0,0.0,False,False
1672,114_01416,114,1416,360.0,522820,523121,523445,523779,301,324,334,0.9277777777777778,522730,523535,523689,523869,0,0.0,False,False
1673,114_01417,114,1417,360.0,523121,523445,523779,524087,324,334,308,0.8555555555555555,523031,523869,523997,524177,0,0.0,False,False
1674,114_01418,114,1418,360.0,523445,523779,524087,524398,334,308,311,0.8638888888888889,523355,524177,524308,524488,0,0.0,False,False
1675,114_01419,114,1419,360.0,523779,524087,524398,524705,308,311,307,0.8527777777777777,523689,524488,524615,524795,0,0.0,False,False
1676,114_01420,114,1420,360.0,524087,524398,524705,525012,311,307,307,0.8527777777777777,523997,524795,524922,525102,0,0.0,False,False
1677,114_01421,114,1421,360.0,524398,524705,525012,525323,307,307,311,0.8638888888888889,524308,525102,525233,525413,0,0.0,False,False
1678,114_01422,114,1422,360.0,524705,525012,525323,525648,307,311,325,0.9027777777777778,524615,525413,525558,525738,0,0.0,False,False
1679,114_01423,114,1423,360.0,525012,525323,525648,525979,311,325,331,0.9194444444444444,524922,525738,525889,526069,0,0.0,False,False
1680,114_01424,114,1424,360.0,525323,525648,525979,526292,325,331,313,0.8694444444444445,525233,526069,526202,526382,0,0.0,False,False
1681,114_01425,114,1425,360.0,525648,525979,526292,526601,331,313,309,0.8583333333333333,525558,526382,526511,526691,0,0.0,False,False
1682,114_01426,114,1426,360.0,525979,526292,526601,526911,313,309,310,0.8611111111111112,525889,526691,526821,527001,0,0.0,False,False
1683,114_01427,114,1427,360.0,526292,526601,526911,527213,309,310,302,0.8388888888888889,526202,527001,527123,527303,0,0.0,False,False
1684,114_01428,114,1428,360.0,526601,526911,527213,527545,310,302,332,0.9222222222222223,526511,527303,527455,527635,0,0.0,False,False
1685,114_01429,114,1429,360.0,526911,527213,527545,527880,302,332,335,0.9305555555555556,526821,527635,527790,527970,0,0.0,False,False
1686,114_01430,114,1430,360.0,527213,527545,527880,528223,332,335,343,0.9527777777777777,527123,527970,528133,528313,0,0.0,False,False
1687,114_01431,114,1431,360.0,527545,527880,528223,528541,335,343,318,0.8833333333333333,527455,528313,528451,528631,0,0.0,False,False
1688,114_01432,114,1432,360.0,527880,528223,528541,528849,343,318,308,0.8555555555555555,527790,528631,528759,528939,0,0.0,False,False
1689,114_01433,114,1433,360.0,528223,528541,528849,529160,318,308,311,0.8638888888888889,528133,528939,529070,529250,0,0.0,False,False
1690,114_01434,114,1434,360.0,528541,528849,529160,529459,308,311,299,0.8305555555555556,528451,529250,529369,529549,0,0.0,False,False
1691,114_01435,114,1435,360.0,528849,529160,529459,529788,311,299,329,0.9138888888888889,528759,529549,529698,529878,0,0.0,False,False
1692,114_01436,114,1436,360.0,529160,529459,529788,530101,299,329,313,0.8694444444444445,529070,529878,530011,530191,0,0.0,False,False
1693,114_01437,114,1437,360.0,529459,529788,530101,530431,329,313,330,0.9166666666666666,529369,530191,530341,530521,0,0.0,False,False
1694,114_01438,114,1438,360.0,529788,530101,530431,530740,313,330,309,0.8583333333333333,529698,530521,530650,530830,0,0.0,False,False
1695,114_01439,114,1439,360.0,530101,530431,530740,531037,330,309,297,0.825,530011,530830,530947,531127,0,0.0,False,False
1696,114_01440,114,1440,360.0,530431,530740,531037,531342,309,297,305,0.8472222222222222,530341,531127,531252,531432,0,0.0,False,False
1697,114_01441,114,1441,360.0,530740,531037,531342,531638,297,305,296,0.8222222222222222,530650,531432,531548,531728,0,0.0,False,False
1698,114_01442,114,1442,360.0,531037,531342,531638,531965,305,296,327,0.9083333333333333,530947,531728,531875,532055,0,0.0,False,False
1699,114_01443,114,1443,360.0,531342,531638,531965,532291,296,327,326,0.9055555555555556,531252,532055,532201,532381,0,0.0,False,False
1700,114_01444,114,1444,360.0,531638,531965,532291,532613,327,326,322,0.8944444444444445,531548,532381,532523,532703,0,0.0,False,False
1701,114_01445,114,1445,360.0,531965,532291,532613,532929,326,322,316,0.8777777777777778,531875,532703,532839,533019,0,0.0,False,False
1702,114_01446,114,1446,360.0,532291,532613,532929,533225,322,316,296,0.8222222222222222,532201,533019,533135,533315,0,0.0,False,False
1703,114_01447,114,1447,360.0,532613,532929,533225,533534,316,296,309,0.8583333333333333,532523,533315,533444,533624,0,0.0,False,False
1704,114_01448,114,1448,360.0,532929,533225,533534,533828,296,309,294,0.8166666666666667,532839,533624,533738,533918,0,0.0,False,False
1705,114_01449,114,1449,360.0,533225,533534,533828,534159,309,294,331,0.9194444444444444,533135,533918,534069,534249,0,0.0,False,False
1706,114_01450,114,1450,360.0,533534,533828,534159,534492,294,331,333,0.925,533444,534249,534402,534582,0,0.0,False,False
1707,114_01451,114,1451,360.0,533828,534159,534492,534808,331,333,316,0.8777777777777778,533738,534582,534718,534898,0,0.0,False,False
1708,114_01452,114,1452,360.0,534159,534492,534808,535128,333,316,320,0.8888888888888888,534069,534898,535038,535218,0,0.0,False,False
1709,114_01453,114,1453,360.0,534492,534808,535128,535440,316,320,312,0.8666666666666667,534402,535218,535350,535530,0,0.0,False,False
1710,114_01454,114,1454,360.0,534808,535128,535440,535745,320,312,305,0.8472222222222222,534718,535530,535655,535835,0,0.0,False,False
1711,114_01455,114,1455,360.0,535128,535440,535745,536055,312,305,310,0.8611111111111112,535038,535835,535965,536145,0,0.0,False,False
1712,114_01456,114,1456,360.0,535440,535745,536055,536401,305,310,346,0.9611111111111111,535350,536145,536311,536491,0,0.0,False,False
1713,114_01457,114,1457,360.0,535745,536055,536401,536724,310,346,323,0.8972222222222223,535655,536491,536634,536814,0,0.0,False,False
1714,114_01458,114,1458,360.0,536055,536401,536724,537049,346,323,325,0.9027777777777778,535965,536814,536959,537139,0,0.0,False,False
1715,114_01459,114,1459,360.0,536401,536724,537049,537382,323,325,333,0.925,536311,537139,537292,537472,0,0.0,False,False
1716,114_01460,114,1460,360.0,536724,537049,537382,537685,325,333,303,0.8416666666666667,536634,537472,537595,537775,0,0.0,False,False
1717,114_01461,114,1461,360.0,537049,537382,537685,537996,333,303,311,0.8638888888888889,536959,537775,537906,538086,0,0.0,False,False
1718,114_01462,114,1462,360.0,537382,537685,537996,538320,303,311,324,0.9,537292,538086,538230,538410,0,0.0,False,False
1719,114_01463,114,1463,360.0,537685,537996,538320,538659,311,324,339,0.9416666666666667,537595,538410,538569,538749,0,0.0,False,False
1720,114_01464,114,1464,360.0,537996,538320,538659,538988,324,339,329,0.9138888888888889,537906,538749,538898,539078,0,0.0,False,False
1721,114_01465,114,1465,360.0,538320,538659,538988,539310,339,329,322,0.8944444444444445,538230,539078,539220,539400,0,0.0,False,False
1722,114_01466,114,1466,360.0,538659,538988,539310,539638,329,322,328,0.9111111111111111,538569,539400,539548,539728,0,0.0,False,False
1723,114_01467,114,1467,360.0,538988,539310,539638,539955,322,328,317,0.8805555555555555,538898,539728,539865,540045,0,0.0,False,False
1724,114_01468,114,1468,360.0,539310,539638,539955,540260,328,317,305,0.8472222222222222,539220,540045,540170,540350,0,0.0,False,False
1725,114_01469,114,1469,360.0,539638,539955,540260,540603,317,305,343,0.9527777777777777,539548,540350,540513,540693,0,0.0,False,False
1726,114_01470,114,1470,360.0,539955,540260,540603,540947,305,343,344,0.9555555555555556,539865,540693,540857,541037,0,0.0,False,False
1727,114_01471,114,1471,360.0,540260,540603,540947,541278,343,344,331,0.9194444444444444,540170,541037,541188,541368,0,0.0,False,False
1728,114_01472,114,1472,360.0,540603,540947,541278,541607,344,331,329,0.9138888888888889,540513,541368,541517,541697,0,0.0,False,False
1729,114_01473,114,1473,360.0,540947,541278,541607,541925,331,329,318,0.8833333333333333,540857,541697,541835,542015,0,0.0,False,False
1730,114_01474,114,1474,360.0,541278,541607,541925,542241,329,318,316,0.8777777777777778,541188,542015,542151,542331,0,0.0,False,False
1731,114_01475,114,1475,360.0,541607,541925,542241,542553,318,316,312,0.8666666666666667,541517,542331,542463,542643,0,0.0,False,False
1732,114_01476,114,1476,360.0,541925,542241,542553,542886,316,312,333,0.925,541835,542643,542796,542976,0,0.0,False,False
1733,114_01477,114,1477,360.0,542241,542553,542886,543228,312,333,342,0.95,542151,542976,543138,543318,0,0.0,False,False
1734,114_01478,114,1478,360.0,542553,542886,543228,543544,333,342,316,0.8777777777777778,542463,543318,543454,543634,0,0.0,False,False
1735,114_01479,114,1479,360.0,542886,543228,543544,543867,342,316,323,0.8972222222222223,542796,543634,543777,543957,0,0.0,False,False
1736,114_01480,114,1480,360.0,543228,543544,543867,544188,316,323,321,0.8916666666666667,543138,543957,544098,544278,0,0.0,False,False
1737,114_01481,114,1481,360.0,543544,543867,544188,544493,323,321,305,0.8472222222222222,543454,544278,544403,544583,0,0.0,False,False
1738,114_01482,114,1482,360.0,543867,544188,544493,544817,321,305,324,0.9,543777,544583,544727,544907,0,0.0,False,False
1739,114_01483,114,1483,360.0,544188,544493,544817,545158,305,324,341,0.9472222222222222,544098,544907,545068,545248,0,0.0,False,False
1740,114_01484,114,1484,360.0,544493,544817,545158,545497,324,341,339,0.9416666666666667,544403,545248,545407,545587,0,0.0,False,False
1741,114_01485,114,1485,360.0,544817,545158,545497,545801,341,339,304,0.8444444444444444,544727,545587,545711,545891,0,0.0,False,False
1742,114_01486,114,1486,360.0,545158,545497,545801,546124,339,304,323,0.8972222222222223,545068,545891,546034,546214,0,0.0,False,False
1743,114_01487,114,1487,360.0,545497,545801,546124,546435,304,323,311,0.8638888888888889,545407,546214,546345,546525,0,0.0,False,False
1744,114_01488,114,1488,360.0,545801,546124,546435,546722,323,311,287,0.7972222222222223,545711,546525,546632,546812,0,0.0,False,False
1745,114_01489,114,1489,360.0,546124,546435,546722,547051,311,287,329,0.9138888888888889,546034,546812,546961,547141,0,0.0,False,False
1746,114_01490,114,1490,360.0,546435,546722,547051,547379,287,329,328,0.9111111111111111,546345,547141,547289,547469,0,0.0,False,False
1747,114_01491,114,1491,360.0,546722,547051,547379,547696,329,328,317,0.8805555555555555,546632,547469,547606,547786,0,0.0,False,False
1748,114_01492,114,1492,360.0,547051,547379,547696,547994,328,317,298,0.8277777777777777,546961,547786,547904,548084,0,0.0,False,False
1749,114_01493,114,1493,360.0,547379,547696,547994,548291,317,298,297,0.825,547289,548084,548201,548381,0,0.0,False,False
1750,114_01494,114,1494,360.0,547696,547994,548291,548597,298,297,306,0.85,547606,548381,548507,548687,0,0.0,False,False
1751,114_01495,114,1495,360.0,547994,548291,548597,548880,297,306,283,0.7861111111111111,547904,548687,548790,548970,0,0.0,False,False
1752,114_01496,114,1496,360.0,548291,548597,548880,549197,306,283,317,0.8805555555555555,548201,548970,549107,549287,0,0.0,False,False
1753,114_01497,114,1497,360.0,548597,548880,549197,549523,283,317,326,0.9055555555555556,548507,549287,549433,549613,0,0.0,False,False
1754,114_01498,114,1498,360.0,548880,549197,549523,549845,317,326,322,0.8944444444444445,548790,549613,549755,549935,0,0.0,False,False
1755,114_01499,114,1499,360.0,549197,549523,549845,550144,326,322,299,0.8305555555555556,549107,549935,550054,550234,0,0.0,False,False
1756,114_01500,114,1500,360.0,549523,549845,550144,550447,322,299,303,0.8416666666666667,549433,550234,550357,550537,0,0.0,False,False
1757,114_01501,114,1501,360.0,549845,550144,550447,550756,299,303,309,0.8583333333333333,549755,550537,550666,550846,0,0.0,False,False
1758,114_01502,114,1502,360.0,550144,550447,550756,551053,303,309,297,0.825,550054,550846,550963,551143,0,0.0,False,False
1759,114_01503,114,1503,360.0,550447,550756,551053,551369,309,297,316,0.8777777777777778,550357,551143,551279,551459,0,0.0,False,False
1760,114_01504,114,1504,360.0,550756,551053,551369,551698,297,316,329,0.9138888888888889,550666,551459,551608,551788,0,0.0,False,False
1761,114_01505,114,1505,360.0,551053,551369,551698,552027,316,329,329,0.9138888888888889,550963,551788,551937,552117,0,0.0,False,False
1762,114_01506,114,1506,360.0,551369,551698,552027,552338,329,329,311,0.8638888888888889,551279,552117,552248,552428,0,0.0,False,False
1763,114_01507,114,1507,360.0,551698,552027,552338,552645,329,311,307,0.8527777777777777,551608,552428,552555,552735,0,0.0,False,False
1764,114_01508,114,1508,360.0,552027,552338,552645,552966,311,307,321,0.8916666666666667,551937,552735,552876,553056,0,0.0,False,False
1765,114_01509,114,1509,360.0,552338,552645,552966,553272,307,321,306,0.85,552248,553056,553182,553362,0,0.0,False,False
1766,114_01510,114,1510,360.0,552645,552966,553272,553600,321,306,328,0.9111111111111111,552555,553362,553510,553690,0,0.0,False,False
1767,114_01511,114,1511,360.0,552966,553272,553600,553931,306,328,331,0.9194444444444444,552876,553690,553841,554021,0,0.0,False,False
1768,114_01512,114,1512,360.0,553272,553600,553931,554259,328,331,328,0.9111111111111111,553182,554021,554169,554349,0,0.0,False,False
1769,114_01513,114,1513,360.0,553600,553931,554259,554568,331,328,309,0.8583333333333333,553510,554349,554478,554658,0,0.0,False,False
1770,114_01514,114,1514,360.0,553931,554259,554568,554869,328,309,301,0.8361111111111111,553841,554658,554779,554959,0,0.0,False,False
1771,114_01515,114,1515,360.0,554259,554568,554869,555186,309,301,317,0.8805555555555555,554169,554959,555096,555276,0,0.0,False,False
1772,114_01516,114,1516,360.0,554568,554869,555186,555481,301,317,295,0.8194444444444444,554478,555276,555391,555571,0,0.0,False,False
1773,114_01517,114,1517,360.0,554869,555186,555481,555799,317,295,318,0.8833333333333333,554779,555571,555709,555889,0,0.0,False,False
1774,114_01518,114,1518,360.0,555186,555481,555799,556124,295,318,325,0.9027777777777778,555096,555889,556034,556214,0,0.0,False,False
1775,114_01519,114,1519,360.0,555481,555799,556124,556439,318,325,315,0.875,555391,556214,556349,556529,0,0.0,False,False
1776,114_01520,114,1520,360.0,555799,556124,556439,556745,325,315,306,0.85,555709,556529,556655,556835,0,0.0,False,False
1777,114_01521,114,1521,360.0,556124,556439,556745,557048,315,306,303,0.8416666666666667,556034,556835,556958,557138,0,0.0,False,False
1778,114_01522,114,1522,360.0,556439,556745,557048,557354,306,303,306,0.85,556349,557138,557264,557444,0,0.0,False,False
1779,114_01523,114,1523,360.0,556745,557048,557354,557652,303,306,298,0.8277777777777777,556655,557444,557562,557742,0,0.0,False,False
1780,114_01524,114,1524,360.0,557048,557354,557652,557972,306,298,320,0.8888888888888888,556958,557742,557882,558062,0,0.0,False,False
1781,114_01525,114,1525,360.0,557354,557652,557972,558288,298,320,316,0.8777777777777778,557264,558062,558198,558378,0,0.0,False,False
1782,114_01526,114,1526,360.0,557652,557972,558288,558600,320,316,312,0.8666666666666667,557562,558378,558510,558690,0,0.0,False,False
1783,114_01527,114,1527,360.0,557972,558288,558600,558910,316,312,310,0.8611111111111112,557882,558690,558820,559000,0,0.0,False,False
